path,isFake
/content/drive/MyDrive/Major Project/Sample/Orginal/672.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/719.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/281.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/578.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/470.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1039.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1035.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/842.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/289.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/979.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/154.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/147.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/792.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/996.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/72.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/908.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/124.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/564.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/442.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/208.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/515.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/88.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/933.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/989.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/152.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/50.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/978.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/697.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1012.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/122.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/958.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/525.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/617.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/709.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/741.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/841.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/901.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/710.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/971.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/604.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/374.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1030.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1065.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/962.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/172.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/437.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/114.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/104.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/906.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/625.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/985.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/904.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/297.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1015.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/352.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/164.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/580.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/763.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/261.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1014.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/290.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/789.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/183.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1055.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/284.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/256.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/805.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1041.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/728.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/567.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1013.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/583.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/202.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/241.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/584.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/844.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/123.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/286.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/516.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/831.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/811.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/370.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/239.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/655.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1095.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/347.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/491.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/573.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1021.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/107.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/218.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/32.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/832.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/398.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1008.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/130.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/638.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/211.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/10.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1018.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/167.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/70.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/171.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/680.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/669.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/472.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/490.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/29.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/443.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/74.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1096.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/280.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/691.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1092.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/565.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/151.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/746.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/601.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/732.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1064.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/219.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/249.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/453.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/115.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/847.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/670.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1087.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/795.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/813.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/576.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/679.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1083.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/142.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/570.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/866.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/824.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/590.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/57.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/463.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/235.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/758.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/318.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/17.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/692.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/397.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/275.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/476.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1016.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/27.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/936.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/877.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/406.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/106.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/517.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/272.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/204.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/945.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1026.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/988.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/822.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/572.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/355.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/676.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1028.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/187.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/856.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1066.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/365.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/706.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/549.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/712.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/262.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/127.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/627.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/15.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/433.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/240.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/100.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/226.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/118.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/191.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/566.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/748.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/664.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/419.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/270.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/175.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/185.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/343.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/874.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/930.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/224.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1088.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1033.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/373.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/948.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/195.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/245.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/248.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/849.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/727.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/889.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1089.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/387.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/497.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/90.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/649.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/542.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/455.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/994.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/793.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/995.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/774.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/143.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/467.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/227.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/887.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/853.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/762.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/626.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/917.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/325.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/854.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/708.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/875.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/364.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/258.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/594.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/298.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/468.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/182.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/64.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/786.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/675.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/976.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/282.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/465.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/940.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/345.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/662.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1070.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/85.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/696.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/530.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/311.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/965.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/56.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/885.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1032.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/765.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/770.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/769.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/324.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/416.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/322.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/247.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/868.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/461.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/84.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/927.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/108.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/750.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/622.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/300.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/952.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1077.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/430.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/390.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/804.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1019.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/835.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/503.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/415.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/382.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/148.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/285.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/571.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/922.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/21.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/332.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/674.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/133.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/338.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/250.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/432.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/67.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/222.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/479.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/504.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/237.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/998.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/92.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1024.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/255.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/429.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/401.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/702.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/535.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/431.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/446.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/128.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/827.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/462.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/251.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/733.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/436.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/744.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/310.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/964.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1094.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/560.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/828.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/605.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/526.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/150.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/411.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/513.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/968.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/663.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/900.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/405.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/857.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1081.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/812.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/428.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/673.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/577.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/829.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/388.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/507.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/11.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1040.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1010.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/872.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/68.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/103.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/635.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/369.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/469.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/494.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/156.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1029.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/439.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/685.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/631.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/686.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/189.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/543.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/884.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1052.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/505.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/1001.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/79.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/839.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/422.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/409.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/99.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/96.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/209.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/736.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/287.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/920.jpg,0
/content/drive/MyDrive/Major Project/Sample/Orginal/377.jpg,0
